Date,Subways_Ridership,Subways_Percentage_Prepandemic,Buses_Ridership,Buses_Percentage_Prepandemic,LIRR_Ridership, LIRR_Percentage_Prepandemic,Metronorth_Ridership,Metronorth_Percentage_Prepandemic,Access-A-Ride_Total Scheduled,Acces-A-Ride_Percentage_Prepandemic,Bridges_and_Tunnel_Total_Traffic,Bridges_and_Tunnels_Percentage_Prepandemic,Staten_Island_Railway_Ridership,Staten_Island_Rallway_Percentage_Prepandemic,Day_of_Week,Total_Ridership,Subway_Ridership_Ratio
2023-12-08,3863961,72,1261796,63,225208,71,198539,71,31875,109,972091,110,6435,41,Friday,6811300,0.5672868615389133
2023-12-09,2922085,88,828894,65,156237,122,147745,94,20580,119,944411,107,3181,64,Saturday,4883855,0.5983152652975979
2023-12-10,1838048,72,539117,55,90884,85,82225,77,17542,98,779314,98,1648,49,Sunday,3089391,0.5949547985347274
2023-12-11,3642743,68,1213923,61,219022,69,191110,69,29271,100,894318,101,6949,45,Monday,6480721,0.5620891564379951
2023-12-12,4051574,76,1309303,65,236348,75,219393,79,33458,114,935591,106,7655,49,Tuesday,7125921,0.5685684699563748
2023-12-13,4067457,76,1314167,66,238451,75,215546,77,34323,118,959767,108,7859,50,Wednesday,7149788,0.5688919727410099
2023-12-14,4122091,77,1296909,65,236516,75,213415,77,33406,114,988876,112,7414,48,Thursday,7165840,0.5752418418496645
2023-12-15,3845234,72,1246465,62,235800,75,208572,75,32517,112,1011336,113,6540,42,Friday,6782536,0.5669316019848623
2023-12-16,2866544,86,814457,64,149340,117,149013,95,20483,119,972314,110,3085,62,Saturday,4793811,0.5979676712327624
2023-12-17,1954707,77,569005,57,96415,90,88502,82,18445,103,809015,102,1787,53,Sunday,3277634,0.5963774478785612
2023-12-18,3314782,62,1082334,54,201289,64,174850,63,28309,97,809201,91,5381,34,Monday,5855589,0.5660885693992526
2023-12-19,3912934,73,1275002,64,244031,77,213625,77,32542,112,946648,107,7555,48,Tuesday,6920594,0.565404356909248
2023-12-20,3838407,72,1245547,62,236060,75,206420,74,33205,113,964384,109,7363,47,Wednesday,6771981,0.5668071130146408
2023-12-21,3675448,69,1200899,60,229252,73,199411,71,31713,109,976632,110,6860,44,Thursday,6505909,0.5649399645768178
2023-12-22,3372318,63,1110555,55,231036,73,206169,74,29324,101,979372,111,5878,38,Friday,6030633,0.5591980145367824
2023-12-23,2244175,68,708808,56,139904,109,130053,83,17627,102,876791,99,2700,54,Saturday,3931748,0.5707830206818951
2023-12-24,1657096,65,549448,56,92540,87,77874,72,20241,113,793031,100,1912,56,Sunday,2926406,0.5662563567734621
2023-12-25,1273729,50,381879,39,80587,76,65350,61,14750,83,748318,94,1668,49,Monday,2183424,0.5833631030894595
2023-12-26,2668642,50,906670,45,219149,69,192910,69,20706,71,867072,98,5158,33,Tuesday,4894041,0.5452839483772204
2023-12-27,2912007,55,955890,48,220010,70,186541,67,25945,89,881140,99,5373,34,Wednesday,5230338,0.5567531199704493
2023-12-28,3064841,56,969231,48,218546,69,193235,69,26462,91,887521,100,5395,35,Thursday,5415084,0.5659821712830309
2023-12-29,3198885,60,1007697,50,237781,75,210361,75,26892,92,909062,103,5784,37,Friday,5662421,0.5649323849286374
2023-12-30,2440211,74,720564,56,121688,95,121647,77,16983,99,833538,94,2780,56,Saturday,4124674,0.5916130583895842
2023-12-31,1934651,76,548344,56,99817,94,89554,83,20005,112,671873,84,2029,60,Sunday,3220710,0.6006908414604233
2024-01-01,1648734,79,455965,50,82811,100,73957,82,9165,68,730489,107,2018,74,Monday,2717432,0.6067250256860153
2024-01-02,3290639,64,1091104,53,209680,69,184978,69,25961,92,829660,95,7107,43,Tuesday,5867505,0.5608242344914917
2024-01-03,3555082,69,1212761,59,217373,72,194441,72,31304,111,856822,99,7565,46,Wednesday,6392418,0.5561404150980114
2024-01-04,3560703,69,1242971,61,212217,70,190588,71,31233,110,867791,100,7450,45,Thursday,6449450,0.5520940545317817
2024-01-05,3263064,63,1185046,57,199441,66,173362,64,30480,108,886766,102,5963,36,Friday,6005959,0.5433044081719506
2024-01-06,1942458,72,684686,56,92741,95,82890,64,15850,109,721283,94,2070,50,Saturday,3487461,0.5569834329330134
2024-01-07,1472438,70,502518,55,72971,88,57280,63,13723,102,566397,83,1533,56,Sunday,2607725,0.5646446615344793
2024-01-08,3303727,64,1226783,60,208960,69,184150,68,28890,102,844853,97,7001,43,Monday,6150403,0.5371561830988961
2024-01-09,3353192,65,1135694,55,213699,71,188888,70,30430,108,780334,90,6944,42,Tuesday,6027167,0.55634629005634
2024-01-10,3557166,69,1248493,61,217461,72,191221,71,31338,111,844710,97,7216,44,Wednesday,6462834,0.5504034298266055
2024-01-11,3688916,72,1293940,63,229117,76,199799,74,32790,115,921166,106,7337,45,Thursday,6705712,0.5501154836354439
2024-01-12,3365791,65,1228696,60,207670,69,182896,68,31096,110,930218,107,6286,38,Friday,6213749,0.5416683229399836
2024-01-13,2167383,80,755670,63,101558,104,97439,75,17168,118,819900,107,2210,54,Saturday,3877720,0.5589323107393004
2024-01-14,1743556,83,588809,64,85521,103,78197,86,18588,138,750002,110,1745,64,Sunday,3084892,0.5651919094736542
2024-01-15,2169917,104,783032,85,91887,111,80498,89,16502,122,816628,120,3017,110,Monday,3908366,0.5551980034623165
2024-01-16,3235935,63,1078860,53,205716,68,178389,66,29826,105,712714,82,5414,33,Tuesday,5777760,0.5600673963612196
2024-01-17,3616923,70,1193111,57,217173,72,199986,74,32054,112,863242,99,6891,42,Wednesday,6420304,0.563356968766588
2024-01-18,3655850,71,1235693,60,217911,72,197257,73,32318,113,896766,103,7014,43,Thursday,6542404,0.5587930675024043
2024-01-19,3176408,62,1109408,54,191999,64,171490,64,27175,96,793429,91,5330,33,Friday,5758713,0.5515829665413088
2024-01-20,2024041,75,677335,56,96128,99,82817,64,15487,107,758923,99,1926,47,Saturday,3557656,0.5689254385471783
2024-01-21,1576126,75,548497,60,78041,94,66955,74,17147,127,718777,105,1482,54,Sunday,2818116,0.559283578106792
2024-01-22,3305387,64,1210644,59,209302,69,185181,69,30092,106,841078,97,6558,40,Monday,6121158,0.5399937397466297
2024-01-23,3652488,71,1264199,62,233311,77,205300,76,33111,117,864670,100,7194,44,Tuesday,6619497,0.5517772725027295
2024-01-24,3666907,71,1247798,61,223928,74,201969,75,33082,117,867077,100,7027,43,Wednesday,6588400,0.5565701839596867
2024-01-25,3681867,72,1256481,61,223766,74,199560,74,32517,114,890573,102,6845,42,Thursday,6618155,0.556328312044671
2024-01-26,3380816,66,1193175,57,213749,71,184511,69,31329,111,913609,105,5681,35,Friday,6165426,0.548350754676157
2024-01-27,2283244,84,801262,67,117555,121,102600,79,19099,132,853000,112,2409,59,Saturday,4105923,0.5560854404722154
2024-01-28,1549077,74,535857,57,75177,91,66794,74,17473,129,712530,104,1455,53,Sunday,2762762,0.5606986776276784
2024-01-29,3297571,64,1211703,59,214890,71,187702,70,29367,104,838882,97,6755,41,Monday,6123569,0.5385047510691886
2024-01-30,3717520,72,1284597,63,230931,76,207896,77,32782,115,868230,100,7744,47,Tuesday,6725541,0.5527466117595595
2024-01-31,3808584,74,1325692,65,228148,76,204353,76,33417,118,882805,102,7651,47,Wednesday,6892469,0.5525717997425886
2024-02-01,3814682,70,1337508,62,214275,71,189621,70,33540,113,911954,103,7465,46,Thursday,6893594,0.5533662121674122
2024-02-02,3457807,64,1239617,57,200395,66,174044,65,32175,109,917639,104,6207,38,Friday,6311480,0.5478599314265433
2024-02-03,2324038,81,808103,64,113576,121,102310,78,20070,123,845878,102,2357,55,Saturday,4156130,0.5591831824317334
2024-02-04,1742107,79,626299,64,86327,110,77083,85,20480,122,790429,105,1746,62,Sunday,3158115,0.5516287405620125
2024-02-05,3481777,64,1297578,60,218879,72,190181,71,31372,107,855224,97,7053,44,Monday,6485993,0.5368147945888934
2024-02-06,3857533,71,1346868,63,233524,77,208252,77,33618,113,880296,100,7709,48,Tuesday,6993045,0.5516242209223593
2024-02-07,3900992,72,1341486,62,229426,76,202871,75,34799,118,896482,101,7655,47,Wednesday,7016261,0.5559929996902909
2024-02-08,3903673,72,1350925,63,232069,77,198010,74,34386,117,937494,106,7442,46,Thursday,7035602,0.5548456265718271
2024-02-09,3547321,65,1268268,59,218909,72,185475,69,32233,110,953705,108,6121,38,Friday,6488241,0.5467307703274277
2024-02-10,2385448,83,795892,63,118074,126,99942,76,20462,126,876746,105,2596,61,Saturday,4195248,0.5686071478968585
2024-02-11,1774698,81,628400,64,83832,107,73614,81,20610,122,759996,101,1769,63,Sunday,3188944,0.5565158873909357
2024-02-12,3374596,62,1254403,57,212628,70,185118,69,30323,103,888941,101,6132,38,Monday,6281148,0.5372578388536617
2024-02-13,2273584,42,724893,34,166803,55,134355,50,23271,79,480178,54,3641,23,Tuesday,4024528,0.5649318379695706
2024-02-14,3963628,73,1282121,60,230505,76,201686,75,32796,111,909016,103,7645,47,Wednesday,6960061,0.5694817904613192
2024-02-15,3874860,71,1305830,61,228885,76,202704,75,33402,113,948001,107,7500,46,Thursday,6918109,0.5601039243527386
2024-02-16,3504536,65,1225865,56,210552,70,186547,69,32442,110,962249,109,6269,39,Friday,6353365,0.5516031268469543
2024-02-17,2178047,76,680638,54,95271,102,92423,71,17545,108,769698,93,2038,48,Saturday,3727017,0.5843941683120845
2024-02-18,1850840,84,604537,62,89877,114,81659,90,18975,112,794483,105,1720,61,Sunday,3231450,0.5727583592504912
2024-02-19,2244741,102,842548,86,96569,124,85973,94,17585,104,814165,108,3007,107,Monday,4112379,0.5458497380713208
2024-02-20,3490990,64,1201850,56,233827,77,207099,77,32208,109,895208,101,7023,43,Tuesday,6335616,0.551010351637473
2024-02-21,3591484,66,1222440,56,230058,76,201074,75,33590,113,892324,101,7112,44,Wednesday,6467496,0.5553129062623309
2024-02-22,3588173,66,1212903,56,225465,74,195315,73,32702,111,924554,105,6674,41,Thursday,6434759,0.5576235256052324
2024-02-23,3219121,59,1126271,52,208527,69,182348,68,30262,103,916874,104,5479,34,Friday,5862538,0.5491002361093438
2024-02-24,2308808,80,788962,62,114816,123,98942,76,19456,120,866204,104,2407,56,Saturday,4100490,0.5630566103075486
2024-02-25,1740477,79,608010,62,88104,112,78248,86,19822,118,822624,109,1800,64,Sunday,3122849,0.5573362656984056
2024-02-26,3439079,63,1275320,59,217914,72,187542,70,30867,105,873604,99,6969,43,Monday,6395175,0.5377615155175581
2024-02-27,3802458,70,1332209,62,233207,77,208042,77,33571,113,893537,101,7659,47,Tuesday,6908125,0.5504327150999728
2024-02-28,3784177,70,1290829,60,228110,75,199671,74,33664,113,889784,101,7428,46,Wednesday,6793616,0.5570195607170025
2024-02-29,3905888,72,1334777,62,232010,77,204828,76,33637,113,957616,108,7295,45,Thursday,7012280,0.5570068508388142
2024-03-01,3573658,64,1276428,56,181633,57,157348,56,33416,112,968878,105,6220,39,Friday,6465495,0.5527276720498585
2024-03-02,2094029,68,689029,52,98266,91,85586,63,19380,113,823629,95,2084,41,Saturday,3655939,0.5727746004514845
2024-03-03,1961510,86,686787,69,93906,108,85095,90,21351,121,857039,106,1981,63,Sunday,3514085,0.5581851321183181
2024-03-04,3539671,64,1319592,59,219565,70,188845,68,32231,108,887009,96,7229,45,Monday,6587265,0.5373506303450674
2024-03-05,3819514,69,1263377,56,236999,76,204515,74,34277,114,868487,94,7344,46,Tuesday,6787782,0.5627042824887423
2024-03-06,3865589,69,1273337,56,225080,72,198040,72,35207,118,890058,97,7555,47,Wednesday,6835383,0.5655263209098891
2024-03-07,3893731,70,1334827,60,226926,72,197659,72,34235,114,941815,102,7414,46,Thursday,6987970,0.5572048821045311
2024-03-08,3685219,66,1291469,57,226372,72,192899,70,34613,115,987695,107,6588,41,Friday,6687428,0.5510667180267211
2024-03-09,2128635,69,747405,56,113368,105,97183,72,19661,115,857351,98,2174,43,Saturday,3833996,0.5552001097549397
2024-03-10,1803578,79,630566,63,90567,104,77768,82,20080,113,818114,101,1750,56,Sunday,3233045,0.5578573759412566
2024-03-11,3497588,63,1270081,56,218755,70,188108,68,31600,106,869087,94,6854,43,Monday,6444613,0.5427149776099822
2024-03-12,3988438,72,1370319,61,239002,76,213584,77,34978,118,911441,99,7820,49,Tuesday,7181662,0.5553642039962338
2024-03-13,4024943,72,1377062,61,237603,76,212582,77,36469,123,937527,102,8100,51,Wednesday,7229252,0.5567578775784825
2024-03-14,4049186,73,1368263,61,240124,77,211962,77,36111,121,970105,105,7658,48,Thursday,7237798,0.5594499874132989
2024-03-15,3643013,65,1275542,56,227481,73,199285,72,33266,112,986807,107,6558,41,Friday,6620863,0.5502323488644909
2024-03-16,2553056,83,838318,63,138156,128,129667,96,20796,123,924262,106,3108,61,Saturday,4497515,0.5676592518312891
2024-03-17,1972170,86,625861,63,103993,120,86964,92,20237,114,862748,107,2078,66,Sunday,3414849,0.5775277325585992
2024-03-18,3482565,63,1296423,57,221451,71,190770,69,31905,107,895292,97,7072,44,Monday,6487632,0.5368006385072396
2024-03-19,3869116,69,1336910,60,242771,77,210028,76,34899,117,909501,99,7795,49,Tuesday,6995735,0.5530678334728231
2024-03-20,3886104,70,1334002,60,234446,75,206030,75,35998,121,927404,101,7700,48,Wednesday,6994584,0.5555875803335838
2024-03-21,3862248,69,1317112,59,228782,73,200037,73,35097,118,947309,103,7292,46,Thursday,6925291,0.5577019073999923
2024-03-22,3581959,64,1251225,56,225175,72,187489,68,33549,112,975518,106,6299,39,Friday,6497073,0.5513188785165258
2024-03-23,1863863,61,587004,44,95770,89,77331,56,17633,104,733638,84,1766,35,Saturday,3210972,0.5804669115769306
2024-03-24,1912946,83,653413,66,95973,111,80451,85,22334,127,861573,107,1890,60,Sunday,3396196,0.5632613665406826
2024-03-25,3583716,64,1281676,56,224068,71,192720,70,31947,107,902281,98,7032,44,Monday,6563856,0.5459772426451769
2024-03-26,3969793,71,1355991,60,239790,77,211566,77,34874,117,914666,99,7754,49,Tuesday,7133131,0.5565288230371768
2024-03-27,4014011,72,1342695,60,241268,77,207744,75,35627,120,943920,102,7628,48,Wednesday,7148413,0.5615247747996653
2024-03-28,3910547,70,1223847,55,239840,77,200583,73,34416,115,954143,104,6780,42,Thursday,6798664,0.5751934497718963
2024-03-29,3372535,61,1096254,49,241583,77,198343,72,30293,102,966343,105,5092,32,Friday,6004969,0.5616240483506243
2024-03-30,2526569,82,801723,60,135355,125,111061,82,19891,117,906427,104,2748,54,Saturday,4376431,0.5773126549921614
2024-03-31,1936295,84,606411,61,121273,140,98458,104,23316,132,933446,115,2096,67,Sunday,3368848,0.5747647266958913
2024-04-01,3321989,60,1168598,53,208291,67,180107,63,30083,104,917643,98,6053,37,Monday,6047583,0.5493085419414665
2024-04-02,3900061,70,1247638,56,234615,76,206753,72,34415,119,889922,95,7289,45,Tuesday,6836705,0.5704591612479989
2024-04-03,3890305,70,1162660,53,222764,72,195001,68,34971,121,851814,91,6815,42,Wednesday,6633390,0.5864731306315474
2024-04-04,4100733,74,1339531,61,232730,75,201745,70,34712,120,957042,102,7180,44,Thursday,7214270,0.568419673785428
2024-04-05,3800800,68,1263607,57,225107,73,202580,71,34503,119,981699,104,6309,39,Friday,6755701,0.562606308360894
2024-04-06,2477127,78,822825,62,128106,112,117095,79,21444,129,928096,102,2555,50,Saturday,4367978,0.5671106859970448
2024-04-07,1899641,78,651153,66,101624,111,94103,91,21759,117,875089,101,2033,62,Sunday,3397674,0.5591004316482393
2024-04-08,3506719,63,1258402,57,220359,71,194106,68,31777,110,879783,93,6873,42,Monday,6437988,0.5446917577354913
2024-04-09,4042674,72,1366571,63,251964,81,228390,80,36151,125,965630,103,7937,49,Tuesday,7256170,0.5571360648937387
2024-04-10,3791945,68,1245909,56,235585,76,216591,75,35534,123,946464,101,7115,44,Wednesday,6735939,0.56294230099174
2024-04-11,4000485,72,1315916,60,241215,78,205013,71,35354,122,963140,102,7326,45,Thursday,7078545,0.5651563986666751
2024-04-12,3668439,66,1240823,56,225168,73,191755,67,33701,115,979494,104,6265,39,Friday,6567008,0.5586164962795842
2024-04-13,2535112,80,824356,62,120351,105,110542,74,21606,130,930759,102,2609,51,Saturday,4414717,0.57424111217095
2024-04-14,2068885,85,664358,67,103711,112,93633,91,21766,117,897470,104,2145,66,Sunday,3594945,0.5754983734104416
2024-04-15,3704177,66,1319005,60,233386,75,203835,71,32975,113,933433,99,7374,45,Monday,6779408,0.5463864986441294
2024-04-16,4033514,72,1370151,63,243835,79,220030,77,35869,124,941739,100,8017,49,Tuesday,7237681,0.5572936966964971
2024-04-17,4021256,72,1347870,62,243323,78,214829,75,35970,124,942089,100,7805,48,Wednesday,7175148,0.5604422375677826
2024-04-18,3966226,71,1303010,60,230634,74,203859,71,34816,120,955479,102,7271,45,Thursday,7006739,0.5660587614295324
2024-04-19,3705782,66,1278086,57,223518,72,205809,72,33749,117,1000275,106,6252,39,Friday,6691281,0.5538225042409667
2024-04-20,2537525,80,830016,62,125999,110,123804,83,21228,127,949195,104,2793,55,Saturday,4447360,0.5705688318463088
2024-04-21,1918237,79,651681,66,101817,111,98834,96,20807,111,873632,101,2017,62,Sunday,3422250,0.5605192490320695
2024-04-22,3219677,57,1146285,52,229680,74,206229,72,29919,103,902943,96,6171,38,Monday,5948156,0.5412899392685733
2024-04-23,3522218,63,1176798,54,238274,77,221191,77,31727,110,869972,92,7063,44,Tuesday,6335279,0.5559688847168373
2024-04-24,3608010,65,1180243,54,233010,75,215927,75,32658,112,880348,94,6847,42,Wednesday,6417433,0.5622201275806074
2024-04-25,3723894,67,1191480,55,242243,78,217219,76,32999,113,962228,102,6820,42,Thursday,6566316,0.5671207416761544
2024-04-26,3431590,62,1143792,52,229885,74,198590,69,31859,110,955900,102,5647,35,Friday,6147649,0.5581954987996224
2024-04-27,2506779,79,801494,60,123192,108,109447,73,20591,123,911900,100,2479,48,Saturday,4342406,0.5772788173192466
2024-04-28,2084950,86,649572,65,100214,109,91619,89,21057,112,881076,102,1965,60,Sunday,3575927,0.5830516115122036
2024-04-29,3323706,60,1161990,53,225362,73,201385,70,30504,105,866723,92,6385,39,Monday,6074433,0.547163167327716
2024-04-30,3638986,65,1193514,55,240862,78,218592,76,32717,112,872347,93,6886,42,Tuesday,6485468,0.5610984434739328
2024-05-01,4032791,71,1350660,59,230682,72,205030,72,35701,121,954842,99,7757,45,Wednesday,7169823,0.5624673021914209
2024-05-02,4061242,71,1349838,59,235003,74,210951,74,36244,123,980830,102,7475,43,Thursday,7206872,0.5635235369797049
2024-05-03,3780888,66,1285012,56,226880,71,204190,71,34860,119,1004571,104,6516,37,Friday,6781982,0.5574901260427999
2024-05-04,2563658,80,849249,61,123516,104,122719,81,22523,130,951334,99,2769,56,Saturday,4508391,0.568641451018778
2024-05-05,1889174,79,578132,60,99491,102,87988,85,20709,122,819681,96,2571,73,Sunday,3232917,0.5843558619042802
2024-05-06,3652105,64,1295794,56,229643,72,200506,70,33424,113,930298,97,6869,39,Monday,6673842,0.5472267698276345
2024-05-07,4098321,72,1375535,60,250953,79,227303,79,36309,123,954763,99,7966,46,Tuesday,7327647,0.5592956374672524
2024-05-08,4087477,71,1350511,59,244202,76,221059,77,36981,126,969162,101,7623,44,Wednesday,7253760,0.5634976894741486
2024-05-09,4086528,71,1354139,60,247959,78,218370,76,35927,122,999321,104,7344,42,Thursday,7261135,0.5627946595125969
2024-05-10,3677268,64,1212090,53,228020,71,195091,68,34539,117,1001911,104,5894,34,Friday,6524559,0.5636040688727009
2024-05-11,2648580,83,845713,61,134051,112,117308,78,22810,132,1004157,105,3078,63,Saturday,4591365,0.5768611295333741
2024-05-12,1858872,78,559614,57,114118,117,98717,95,24531,144,930720,109,1755,50,Sunday,3190935,0.5825477485439221
2024-05-13,3703066,65,1264180,56,244216,76,209794,73,31980,109,953646,99,7137,41,Monday,6685436,0.5539004486767953
2024-05-14,4116655,72,1343633,59,260745,82,226656,79,35800,122,964136,100,7698,44,Tuesday,7291322,0.5645965162421849
2024-05-15,4114615,72,1288427,56,248434,78,219840,77,36951,126,942648,98,7856,45,Wednesday,7159743,0.5746875271919677
2024-05-16,4105026,72,1306481,56,243988,76,215601,75,35940,122,985179,102,7590,44,Thursday,7177577,0.5719236449849302
2024-05-17,3816914,67,1270674,56,241980,76,215838,75,34945,119,1023765,106,6569,38,Friday,6816080,0.5599866785601108
2024-05-18,2691368,84,792454,56,131709,111,130279,86,21562,125,969098,101,2855,59,Saturday,4538264,0.5930391004137264
2024-05-19,2121485,89,657256,68,112130,114,106408,102,22305,131,939438,110,2228,63,Sunday,3654535,0.5805075064269463
2024-05-20,3682061,64,1291703,56,236846,74,216450,76,32417,110,956799,99,7160,41,Monday,6718763,0.5480266233531381
2024-05-21,4029557,70,1349876,59,252506,79,234587,82,35819,122,962058,100,7775,45,Tuesday,7216402,0.5583886540688836
2024-05-22,4104021,72,1357841,60,258544,81,233098,81,36940,126,975096,101,8086,46,Wednesday,7311345,0.5613223011634658
2024-05-23,3863099,68,1275297,56,250848,79,215083,75,34785,118,1011195,105,7442,43,Thursday,6879624,0.5615276358126549
2024-05-24,3583244,63,1243655,55,250907,79,209130,73,33663,113,1034556,107,6663,38,Friday,6530591,0.5486860224442167
2024-05-25,2347159,73,805680,57,135961,114,120036,80,20733,120,924855,97,3031,62,Saturday,4214516,0.5569225505372385
2024-05-26,2019012,84,652393,68,120709,124,101017,97,22762,134,905197,106,2710,77,Sunday,3545524,0.5694537676236291
2024-05-27,1667890,70,594031,62,99975,103,81042,78,12673,75,742353,87,2123,60,Monday,3036969,0.5491955960037788
2024-05-28,3825781,67,1300611,56,257078,80,227311,79,34485,117,967869,101,7609,44,Tuesday,6911392,0.5535471002078887
2024-05-29,4006764,70,1309889,57,254749,80,227379,79,36435,124,943930,98,8090,46,Wednesday,7108670,0.5636446761489843
2024-05-30,3979959,70,1301028,56,253843,79,219887,77,35372,120,997110,104,7550,43,Thursday,7055745,0.5640735315689556
2024-05-31,3688627,65,1257526,55,245017,77,211027,74,35020,119,1020563,106,6644,38,Friday,6659723,0.5538709342715906
2024-06-01,2446153,76,848601,61,128555,105,110948,70,22726,131,999068,102,2980,59,Saturday,4382858,0.5581182415674886
2024-06-02,1978037,76,651637,60,114504,115,92567,85,22640,125,940743,102,2339,60,Sunday,3488382,0.5670356629520505
2024-06-03,3611491,64,1294956,60,225413,68,197640,67,33679,114,946610,96,7168,44,Monday,6624456,0.5451754830887245
2024-06-04,3979793,71,1327963,62,255090,77,233237,79,36865,126,957990,97,7800,48,Tuesday,7124046,0.5586422378519172
2024-06-05,4051943,72,1338427,62,264512,80,230173,78,37800,129,985722,100,7942,49,Wednesday,7223482,0.5609404162701589
2024-06-06,3774324,67,1207899,56,245631,74,219447,74,35234,120,978812,100,7059,44,Thursday,6655200,0.5671240533717995
2024-06-07,3752412,67,1254339,57,252098,76,214062,72,35464,121,1035803,105,6393,39,Friday,6727250,0.5577928574083021
2024-06-08,2673220,83,842779,60,159020,129,135138,85,23371,135,998451,102,3150,62,Saturday,4652936,0.5745232687490222
2024-06-09,2134551,82,680981,63,132945,135,107497,99,22435,124,962131,104,2492,64,Sunday,3736955,0.5712006165447537
2024-06-10,3702212,66,1355986,63,240121,72,211542,72,32970,112,959576,98,7701,47,Monday,6865847,0.5392214536676975
2024-06-11,3995425,71,1390440,65,259101,78,230796,78,36206,124,951147,97,8500,52,Tuesday,7266202,0.5498642894871351
2024-06-12,3977760,71,1355294,63,256255,77,224305,76,36693,125,928453,94,8138,50,Wednesday,7168908,0.554862748970973
2024-06-13,3936941,70,1310210,61,254575,77,221855,75,35363,121,964740,98,7675,47,Thursday,7033791,0.5597182230748682
2024-06-14,3517062,63,1212740,56,247019,74,204586,69,34757,119,1011986,103,5973,37,Friday,6394147,0.550043969899347
2024-06-15,2431810,75,851502,61,142102,115,122409,77,23580,136,1022686,104,3104,61,Saturday,4399325,0.5527688906820932
2024-06-16,1897201,72,653946,60,130133,132,109303,100,24200,134,997278,108,2245,57,Sunday,3444529,0.5507867693957578
2024-06-17,3325104,59,1172762,55,242993,73,215241,73,31993,109,956532,97,6466,40,Monday,6128862,0.5425320393900205
2024-06-18,3920839,70,1314338,61,260538,78,242116,82,36105,123,988738,101,7713,48,Tuesday,7052169,0.5559763244471311
2024-06-19,3046320,115,1068172,98,232540,236,206582,189,26431,146,969020,105,4527,115,Wednesday,5621786,0.541877616828531
2024-06-20,3857797,69,1275626,59,255683,77,227113,77,36445,124,1020534,104,7217,45,Thursday,6891845,0.5597625889729093
2024-06-21,3500365,62,1191812,55,244215,73,211543,72,34695,118,1022507,104,6166,38,Friday,6339747,0.5521300771150647
2024-06-22,2385207,74,793674,56,133102,108,119962,76,21970,127,977336,99,2743,54,Saturday,4225619,0.564463336614115
2024-06-23,1908786,73,648887,60,118067,120,103892,95,21789,120,953693,103,2061,53,Sunday,3428519,0.5567377634482994
2024-06-24,3467845,62,1227231,56,246269,74,213904,72,33300,113,975173,99,6820,42,Monday,6382480,0.5433381694889761
2024-06-25,3831447,68,1269567,59,271783,82,232410,79,36669,125,1002164,102,7685,47,Tuesday,6874774,0.5573197024367638
2024-06-26,3901100,70,1267408,59,264126,79,226518,77,36344,124,1020784,104,7314,45,Wednesday,6926560,0.5632088655840706
2024-06-27,3776811,67,1214263,56,255215,77,227648,77,35155,120,1032517,105,7170,44,Thursday,6688200,0.5646976765048892
2024-06-28,3522732,63,1141168,53,255739,77,211914,72,34111,115,1037403,106,6305,39,Friday,6272721,0.5615955181172573
2024-06-29,2454997,76,780229,56,138769,112,119738,75,21904,126,977287,99,2948,57,Saturday,4273962,0.5744077743321069
2024-06-30,2002269,76,583751,54,126526,128,108244,99,20851,114,885430,96,2268,57,Sunday,3404541,0.5881171646926855
2024-07-01,3273546,62,1156904,56,216906,68,185943,66,32979,115,954908,99,6947,50,Monday,5990203,0.5464833161747606
2024-07-02,3542073,67,1216755,59,234535,74,207844,73,35200,124,951968,99,7431,54,Tuesday,6417962,0.5518999645058665
2024-07-03,3409357,65,1198766,57,237577,75,205176,72,36949,130,1003052,104,6758,49,Wednesday,6249642,0.5455283678649113
2024-07-04,1992244,85,643119,59,117030,112,101274,95,17646,107,752680,85,2939,82,Thursday,3496786,0.5697357516302113
2024-07-05,2700734,51,1001854,48,207314,65,183222,65,28776,102,854313,89,4563,33,Friday,5094978,0.530077656861325
2024-07-06,2100877,74,758425,56,119417,94,110386,71,19730,124,857713,93,2688,53,Saturday,3847530,0.5460326495180025
2024-07-07,1804572,77,642652,59,120316,114,105041,99,22640,137,909616,103,2167,61,Sunday,3315233,0.5443273519538445
2024-07-08,3228784,61,1176713,56,226613,72,199454,70,33105,117,945690,98,6499,47,Monday,6008277,0.5373893380747925
2024-07-09,3605032,68,1236657,60,249970,79,219843,78,35500,125,927603,96,7176,52,Tuesday,6548159,0.5505413048155978
2024-07-10,3691835,70,1252733,60,249781,79,210993,75,37417,132,957143,100,7393,54,Wednesday,6658075,0.5544898487926315
2024-07-11,3688029,70,1233678,60,246250,78,209174,74,35691,126,993245,103,6914,50,Thursday,6610809,0.5578786196969236
2024-07-12,3261074,62,1120310,54,231084,73,191828,68,34090,120,979245,102,5586,41,Friday,5924606,0.5504288386434474
2024-07-13,2203283,78,743154,55,123988,97,107166,69,20949,132,912958,99,2700,53,Saturday,3920745,0.5619551896387038
2024-07-14,1869670,80,633752,57,119283,113,97038,91,22682,137,947148,107,2160,60,Sunday,3353495,0.5575287871310379
2024-07-15,3259800,62,1160722,56,233209,74,202008,71,32763,115,950682,99,6398,46,Monday,6016461,0.5418135345679129
2024-07-16,3594150,68,1209152,57,249559,79,220620,78,35468,125,943841,98,6828,50,Tuesday,6482633,0.5544274988264799
